what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1332123027274
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1332123027283
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1332123027296
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1332123027321
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1332123027328
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1332123027338
started,bundle,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.ui",1332123027348
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1332123027383
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1332123027395
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1332123027408
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1332123027418
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1332123027435
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1332123027449
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1332123027449
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1332123027461
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1332123027475
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1332123027508
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1332123027521
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1332123027540
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1332123027549
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1332123027554
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1332123027566
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1332123027584
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1332123027585
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1332123027598
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1332123027608
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1332123027621
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1332123027621
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1332123027656
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1332123027678
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1332123027690
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1332123027698
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1332123027705
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1332123027713
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1332123027724
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1332123027739
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1332123027752
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1332123027784
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1332123027784
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1332123027822
os,sysinfo,,,"macosx",1332123027838
arch,sysinfo,,,"x86_64",1332123027838
ws,sysinfo,,,"cocoa",1332123027838
locale,sysinfo,,,"en_US",1332123027838
processors,sysinfo,,,"4",1332123027838
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332123027838
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11D50b",1332123027838
java.specification.name,sysinfo,,,"Java Platform API Specification",1332123027838
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332123027838
java.specification.version,sysinfo,,,"1.6",1332123027838
java.vendor,sysinfo,,,"Apple Inc.",1332123027838
java.version,sysinfo,,,"1.6.0_29",1332123027838
java.vm.info,sysinfo,,,"mixed mode",1332123027838
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1332123027838
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332123027838
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332123027838
java.vm.specification.version,sysinfo,,,"1.0",1332123027838
java.vm.vendor,sysinfo,,,"Apple Inc.",1332123027838
java.vm.version,sysinfo,,,"20.4-b02-402",1332123027838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123028130
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1332123028133
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1332123028981
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1332123029008
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1332123029141
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1332123029180
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1332123029270
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1332123029506
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1332123029536
started,bundle,org.eclipse.help.base,3.6.0.v201106131736,"org.eclipse.help.base",1332123035270
started,bundle,org.eclipse.help.ui,3.5.100.v20110425,"org.eclipse.help.ui",1332123035286
started,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1332123035469
started,bundle,org.eclipse.equinox.http.servlet,1.1.200.v20110502,"org.eclipse.equinox.http.servlet",1332123035603
started,bundle,org.eclipse.equinox.http.registry,1.1.100.v20110502,"org.eclipse.equinox.http.registry",1332123035863
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1332123035940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123036238
started,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1332123038864
started,bundle,org.eclipse.equinox.jsp.jasper,1.0.300.v20110502,"org.eclipse.equinox.jsp.jasper",1332123039082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123040249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123041141
started,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1332123041298
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123043516
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332123044688
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332123044750
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1332123044846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123065002
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1332123079684
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1332123079723
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1332123079750
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1332123108440
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1332123108488
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1332123109230
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1332123109650
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1332123109980
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1332123109980
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1332123110379
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1332123110431
started,bundle,org.eclipse.jst.j2ee.core,1.2.100.v201105122000,"org.eclipse.jst.j2ee.core",1332123110461
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1332123110554
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1332123110701
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1332123110756
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1332123110857
started,bundle,org.eclipse.jst.j2ee,1.1.500.v201105122000,"org.eclipse.jst.j2ee",1332123110973
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1332123110982
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.500.v201012020700,"org.eclipse.jst.j2ee.navigator.ui",1332123111152
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1332123113479
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1332123114333
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1332123114337
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1332123114578
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1332123115335
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1332123115350
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1332123115412
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1332123115423
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1332123157077
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1332123157197
started,bundle,org.eclipse.wst.html.core,1.1.500.v201104191551,"org.eclipse.wst.html.core",1332123157672
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1332123162976
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1332123163012
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1332123168145
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1332123168184
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1332123168207
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1332123168377
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1332123168498
opened,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1332123169113
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1332123169145
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1332123169147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123169281
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1332123171178
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1332123179805
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1332123179952
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1332123180234
started,bundle,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.ui",1332123180330
started,bundle,org.eclipse.pde.core,3.7.0.v20110603,"org.eclipse.pde.core",1332123180411
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1332123180489
started,bundle,org.eclipse.jst.jsp.core,1.2.400.v201105162116,"org.eclipse.jst.jsp.core",1332123180918
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1332123189123
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332123189246
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332123189576
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1332123189900
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1332123190071
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1332123192364
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.TypeHierarchy",1332123194911
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.TypeHierarchy",1332123194958
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1332123195042
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332123195286
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1332123198053
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332123199245
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1332123202117
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123203960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123210675
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1332123216127
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332123225828
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332123225892
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1332123229185
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1332123235685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123251212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123254316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123259620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123274237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123278169
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123286263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123296164
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123311529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123326530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123328562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332123328617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123330989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123332451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123342358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123349357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332123349426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332123349426
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123369856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123372290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123377094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123379993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332123380046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123405849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123410805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123418235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123422760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123430589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123433807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123437912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123439787
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332123439842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123450431
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1332123456725
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123457448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123459846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123464057
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332123466603
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1332123470364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123509787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123515720
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332123515769
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332123515794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123524876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123548191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332123548329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332123548329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123572589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123600484
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1332123600549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123608053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123609870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332123609929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123623167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123634175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123643648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123656230
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1332123656309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123665772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123673339
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1332123673405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123678201
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123692857
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1332123692915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123698830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332123705197
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1332123705254
